"ID","nombrecompleto","INSTITUCION","Pais","LatLong","ano","CostoPasajes","CostoViaticos","informeNumber"
1152,"Irene Abrego","Ministerio de la Presidencia","cuba","22:-79,5'",2015,"589.4",875,"No"
1153,"Irene Abrego","Ministerio de la Presidencia","república dominicana","19:-70,666667'",2015,"1260.79",700,"No"
1154,"Irene Abrego","Ministerio de la Presidencia","honduras","15:-86,5'",2016,"843.39",400,"No"
1155,"Irene Abrego","Ministerio de la Presidencia","el salvador","13,833333:-88,916667'",2015,"573.97",700,"No"
1156,"Irene Abrego","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"1763.56",2000,"No"
1157,"Isaac Castillo","Ministerio de la Presidencia","méxico","23:-102'",2016,,300,"No"
1158,"Isaac Castillo","Ministerio de la Presidencia","italia","42,833333:12,833333'",2015,,1080,"No"
1159,"Isaac Castillo","Ministerio de la Presidencia","argentina","-34:-64'",2015,,810,"No"
1160,"Isaac Castillo","Ministerio de la Presidencia","méxico","23:-102'",2016,,300,"No"
1161,"Isaac Castillo","Ministerio de la Presidencia","brasil","-10:-55'",2016,"1269.43",2000,"No"
1162,"Isaac Castillo","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,,250,"No"
1163,"Isidro Murillo","Ministerio de la Presidencia","república dominicana","19:-70,666667'",2015,"622.65",700,"No"
1164,"Isidro Murillo","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"743.86",1250,"No"
1165,"Isidro Murillo","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"1210.36",2000,"No"
1166,"Isidro Murillo","Ministerio de la Presidencia","suiza","47:8'",2016,,1500,"No"
1167,"Isidro Murillo","Ministerio de la Presidencia","taiwan","24:121'",2016,"4195.16",2550,"No"
1168,"Isidro Murillo","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,"705.73",2475,"No"
1169,"Isaac Castillo","Ministerio de la Presidencia","colombia","4:-72'",2016,,300,"No"
1170,"Itzi Atencio","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,,2250,"No"
1171,"Itzi Atencio","Ministerio de la Presidencia","china","35:105'",2016,,9000,"No"
1172,"Ivania Balladares","Ministerio de la Presidencia",,,2016,"972.13",,"No"
1173,"Javier Alvarado","Ministerio de la Presidencia","españa","40:-4'",2016,"1466.54",,"No"
1174,"Javier De León","Ministerio de la Presidencia","cuba","22:-79,5'",2016,1094,,"No"
1175,"Javier De León","Ministerio de la Presidencia","colombia","4:-72'",2016,"909.7",1000,"No"
1176,"Javier Vasquez","Ministerio de la Presidencia","cuba","22:-79,5'",2015,845,525,"No"
1177,"Javier Vasquez","Ministerio de la Presidencia","taiwan","24:121'",2016,,1200,"No"
1178,"Javier Vasquez","Ministerio de la Presidencia","polonia","52:20'",2016,"2018.33",5400,"No"
1179,"Jenny De Chew","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"1370.86",2000,"No"
1180,"Jenny De Chew","Ministerio de la Presidencia","república dominicana","19:-70,666667'",2015,"1268.5",,"No"
1181,"Jenny De Chew","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"787.66",2500,"No"
1182,"Jenny De Chew","Ministerio de la Presidencia","perú","-10:-76'",2015,"726.27",1750,"No"
1183,"Jeracy Cogley","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,"1298.86",2475,"No"
1184,"Jeracy Cogley","Ministerio de la Presidencia","francia","46:2'",2015,"1760.34",2100,"No"
1185,"Jeracy Cogley","Ministerio de la Presidencia","japón","36:138'",2016,"2223.31",3600,"No"
1186,"Jeracy Cogley","Ministerio de la Presidencia","polonia","52:20'",2016,"2728.53",6000,"No"
1187,"Jeracy Cogley","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"1210.36",2000,"No"
1188,"Jeracy Cogley","Ministerio de la Presidencia","alemania","51,5:10,5'",2016,"1971.48",2700,"No"
1189,"Joel Him","Ministerio de la Presidencia","austria","47,333333:13,333333'",2016,,750,"No"
1190,"Joel Hurtado","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,,3150,"No"
1191,"Joel Hurtado","Ministerio de la Presidencia","italia","42,833333:12,833333'",2016,"2169.38",2400,"No"
1192,"Joel Hurtado","Ministerio de la Presidencia","españa","40:-4'",2016,"927.72",4800,"No"
1193,"Joel Hurtado","Ministerio de la Presidencia","kuwait","29,5:47,75'",2016,"3853.19",1800,"No"
1194,"Jonathan Del Rosario","Ministerio de la Presidencia","cuba","22:-79,5'",2015,"1861.93",800,"No"
1195,"Jonathan Del Rosario","Ministerio de la Presidencia","francia","46:2'",2015,"3879.79",1800,"No"
1196,"Jonathan Del Rosario","Ministerio de la Presidencia","república dominicana","19:-70,666667'",2015,,800,"No"
1197,"Jonathan Del Rosario","Ministerio de la Presidencia","perú","-10:-76'",2015,,1200,"No"
1198,"Jonathan Del Rosario","Ministerio de la Presidencia","ecuador","-2:-77,5'",2016,,400,"No"
1199,"Jonathan Del Rosario","Ministerio de la Presidencia","canadá","60:-96'",2016,,2500,"No"
1200,"Jonathan Del Rosario","Ministerio de la Presidencia","inglaterra","54:-4'",2016,"2622.8",3000,"No"
1201,"Jonathan Del Rosario","Ministerio de la Presidencia","japón","36:138'",2016,"27384.67",2400,"No"
1202,"Jonathan Del Rosario","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"1260.15",750,"No"
1203,"Jonathan Serrano","Ministerio de la Presidencia","costa rica","10:-84'",2016,"483.99",1200,"No"
1204,"Jorge Lezcano","Ministerio de la Presidencia","canadá","60:-96'",2015,,1800,"No"
1205,"Jorge Lezcano","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,,1800,"No"
1206,"Jorge Lezcano","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"2586.6",5000,"No"
1207,"Jorge Silot","Ministerio de la Presidencia","ecuador","-2:-77,5'",2016,,800,"No"
1208,"Jorge Silot","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"406.76",1000,"No"
1209,"Jorge Silot","Ministerio de la Presidencia","italia","42,833333:12,833333'",2016,"2124.96",4800,"No"
1210,"Jorge Silot","Ministerio de la Presidencia","alemania","51,5:10,5'",2016,"1971.56",2700,"No"
1211,"Jorge Velasquez","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,"705.65",3500,"No"
1212,"Jorge Velasquez","Ministerio de la Presidencia","colombia","4:-72'",2016,"671.5",2000,"No"
1213,"Jose Cadogan","Ministerio de la Presidencia","costa rica","10:-84'",2016,"634.89",1600,"No"
1214,"Jose Cadogan","Ministerio de la Presidencia","japón","36:138'",2016,,2850,"No"
1215,"Jose Sanchez","Ministerio de la Presidencia","honduras","15:-86,5'",2016,"843.39",800,"No"
1216,"Joseu Garcia","Ministerio de la Presidencia","suiza","47:8'",2016,"1094.12",2700,"No"
1217,"Joseu Alvarez","Ministerio de la Presidencia","japón","36:138'",2016,"4427.63",5400,"No"
1218,"Josue Rodriguez","Ministerio de la Presidencia","alemania","51,5:10,5'",2016,"1971.68",2100,"No"
1219,"Josue Soto","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,"705.73",2475,"No"
1220,"Josue Garcia","Ministerio de la Presidencia","francia","46:2'",2015,"1760.34",2100,"No"
1221,"Josue Garcia","Ministerio de la Presidencia","japón","36:138'",2016,"4637.24",3600,"No"
1222,"Josue Garcia","Ministerio de la Presidencia","polonia","52:20'",2016,"2728.53",6000,"No"
1223,"Juan Lucero","Ministerio de la Presidencia","méxico","23:-102'",2016,"1195.39",1600,"No"
1224,"Juan Castillo","Ministerio de la Presidencia","japón","36:138'",2016,"4427.63",5400,"No"
1225,"Juan Varela","Ministerio de la Presidencia","francia","46:2'",2015,"3229.41",,"No"
1226,"Juan Varela","Ministerio de la Presidencia","alemania","51,5:10,5'",2016,"6322.64",,"No"
1227,"Juan De Iglesias","Ministerio de la Presidencia","singapur","1,366667:103,8'",2016,"2486.67",4800,"No"
1228,"Juan Acosta","Ministerio de la Presidencia","paraguay","-22,993333:-57,996389'",2016,,600,"No"
1229,"Juan Lucero","Ministerio de la Presidencia","china","35:105'",2016,,4500,"No"
1230,"Julio Palacio","Ministerio de la Presidencia","taiwan","24:121'",2015,,1260,"No"
1231,"Karelis Castrejon","Ministerio de la Presidencia","china","35:105'",2016,"2159.23",5400,"No"
1232,"Keith Jimenez","Ministerio de la Presidencia","cuba","22:-79,5'",2015,"698.84",1050,"No"
1233,"Keith Jimenez","Ministerio de la Presidencia","ecuador","-2:-77,5'",2016,,800,"No"
1234,"Keith Jimenez","Ministerio de la Presidencia","polonia","52:20'",2016,"2442.84",6600,"No"
1235,"Keith Jimenez","Ministerio de la Presidencia","polonia","52:20'",2016,,600,"No"
1236,"Keith Jimenez","Ministerio de la Presidencia","alemania","51,5:10,5'",2016,"1454.48",3000,"No"
1237,"Kenia Lezcano","Ministerio de la Presidencia","perú","-10:-76'",2016,"822.64",1200,"No"
1238,"Kenia Lezcano","Ministerio de la Presidencia","perú","-10:-76'",2016,"822.64",1200,"No"
1239,"Laura Godoy","Ministerio de la Presidencia",,,2016,"1179.4",,"No"
1240,"Lideika Espinosa","Ministerio de la Presidencia","república dominicana","19:-70,666667'",2016,"1086.3",1600,"No"
1241,"Lesbia Aldeano","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"1370.86",2000,"No"
1242,"Lesly Salmeron","Ministerio de la Presidencia","chile","-30:-71'",2015,"1494.86",3600,"No"
1243,"Lesly Salmeron","Ministerio de la Presidencia","guatemala","15,5:-90,25'",2015,"1237.7",1050,"No"
1244,"Lesly Salmeron","Ministerio de la Presidencia","uruguay","-33:-56'",2016,"1296.1",1200,"No"
1245,"Lesly Salmeron","Ministerio de la Presidencia","españa","40:-4'",2016,"818.47",4200,"No"
1246,"Lesly Salmeron","Ministerio de la Presidencia","puerto rico","18,2482882:-66,4998941'",2016,"988.56",3000,"No"
1247,"Lesly Salmeron","Ministerio de la Presidencia","argentina","-34:-64'",2015,,1800,"No"
1248,"Lideika Espinosa","Ministerio de la Presidencia","méxico","23:-102'",2015,952,1750,"No"
1249,"Lideika Espinosa","Ministerio de la Presidencia","costa rica","10:-84'",2016,"483.99",1200,"No"
1250,"Ligia De Landau","Ministerio de la Presidencia","méxico","23:-102'",2015,"1544.32",2450,"No"
1251,"Ligia De Landau","Ministerio de la Presidencia","perú","-10:-76'",2016,"861.14",1200,"No"
1252,"Lissette Lopez","Ministerio de la Presidencia","italia","42,833333:12,833333'",2016,"1433.22",2100,"No"
1253,"Lohanniz Gaitan","Ministerio de la Presidencia","israel","31,5:34,75'",2016,"2667.72",5700,"No"
1254,"Lorena De Varela","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,"1284.05",,"No"
1255,"Lorena De Varela","Ministerio de la Presidencia","francia","46:2'",2015,"3229.41",,"No"
1256,"Lorena De Varela","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"2271.76",,"No"
1257,"Lorena De Varela","Ministerio de la Presidencia","polonia","52:20'",2016,"6179.64",,"No"
1258,"Lorena De Varela","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"7053.04",,"No"
1259,"Lorena Peña","Ministerio de la Presidencia",,,2016,"704.33",,"No"
1260,"Lourdes Almengor","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,,2250,"No"
1261,"Lourdes Contreras","Ministerio de la Presidencia","el salvador","13,833333:-88,916667'",2016,"222.23",1200,"No"
1262,"Lucila Vernon","Ministerio de la Presidencia","japón","36:138'",2016,"2223.31",3600,"No"
1263,"Lucila Vernon","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"406.76",1000,"No"
1264,"Lucila Vernon","Ministerio de la Presidencia","cuba","22:-79,5'",2016,1094,1800,"No"
1265,"Lucila Vernon","Ministerio de la Presidencia","polonia","52:20'",2016,"2728.53",6000,"No"
1266,"Lucila Vernon","Ministerio de la Presidencia","república dominicana","19:-70,666667'",2016,"916.2",1600,"No"
1267,"Lucila Vernon","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"1210.36",2000,"No"
1268,"Lucila Vernon","Ministerio de la Presidencia","alemania","51,5:10,5'",2016,"1971.48",2700,"No"
1269,"Lucila Vernon","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,"1298.86",2025,"No"
1270,"Lucila Vernon","Ministerio de la Presidencia","ecuador","-2:-77,5'",2016,,800,"No"
1271,"Lucila Vernon","Ministerio de la Presidencia","francia","46:2'",2015,"1760.34",2100,"No"
1272,"Lucila Vernon","Ministerio de la Presidencia","república dominicana","19:-70,666667'",2015,"622.65",,"No"
1273,"Manuel Lopez","Ministerio de la Presidencia","guatemala","15,5:-90,25'",2016,"715.8",,"No"
1274,"Manuel Dominguez","Ministerio de la Presidencia","francia","46:2'",2015,"1760.34",1800,"No"
1275,"Manuel Dominguez","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"1319.46",750,"No"
1276,"Manuel Dominguez","Ministerio de la Presidencia","japón","36:138'",2016,"10627.87",3600,"No"
1277,"Manuel Dominguez","Ministerio de la Presidencia","polonia","52:20'",2016,"7403.32",7800,"No"
1278,"Manuel Dominguez","Ministerio de la Presidencia","alemania","51,5:10,5'",2016,"7294.7",2700,"No"
1279,"Manuel Dominguez","Ministerio de la Presidencia","cuba","22:-79,5'",2015,"870.04",1050,"No"
1280,"Manuel Soriano","Ministerio de la Presidencia","brasil","-10:-55'",2015,,2000,"No"
1281,"Manuel Soriano","Ministerio de la Presidencia","costa rica","10:-84'",2016,,375,"No"
1282,"Manuel Soriano","Ministerio de la Presidencia","chile","-30:-71'",2016,"1413.6",2400,"No"
1283,"Manuel Soriano","Ministerio de la Presidencia","el salvador","13,833333:-88,916667'",2016,"509.03",1500,"No"
1284,"Manuel Von Chong","Ministerio de la Presidencia","japón","36:138'",2016,,6300,"No"
1285,"Marcela Boyd","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"790.06",750,"No"
1286,"Marcos Ledezma","Ministerio de la Presidencia","alemania","51,5:10,5'",2016,"1971.48",2700,"No"
1287,"Marcos Ledezma","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,"705.73",2475,"No"
1288,"Marcos Ledezma","Ministerio de la Presidencia","francia","46:2'",2015,"1760.34",2100,"No"
1289,"Marcos Ledezma","Ministerio de la Presidencia","japón","36:138'",2016,"4637.24",3600,"No"
1290,"Marcos Ledezma","Ministerio de la Presidencia","polonia","52:20'",2016,"2728.53",6000,"No"
1291,"Marcos Ledezma","Ministerio de la Presidencia","china","35:105'",2016,"2561.27",2700,"No"
1292,"Maria Diaz","Ministerio de la Presidencia","singapur","1,366667:103,8'",2016,"3408.35",6600,"No"
1293,"Maria Monzon","Ministerio de la Presidencia","méxico","23:-102'",2015,"1544.32",2450,"No"
1294,"Maria Monzon","Ministerio de la Presidencia","francia","46:2'",2016,"1070.03",4800,"No"
1295,"Maria Gracia","Ministerio de la Presidencia","alemania","51,5:10,5'",2016,"1971.68",2100,"No"
1296,"Maria Gracia","Ministerio de la Presidencia","japón","36:138'",2016,"4427.63",5400,"No"
1297,"Maria Del Rosario","Ministerio de la Presidencia","república dominicana","19:-70,666667'",2016,"842.4",800,"No"
1298,"Maria Quidiello","Ministerio de la Presidencia",,,2016,"982.3",,"No"
1299,"Maria Peralta","Ministerio de la Presidencia","singapur","1,366667:103,8'",2016,"2486.67",4800,"No"
1300,"Maria Sanchez","Ministerio de la Presidencia",,,2016,"982.3",,"No"
1301,"Marianela Salazar","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,"1343.07",2025,"No"
1302,"Marianela Salazar","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"1053.51",1750,"No"
1303,"Marina Rodriguez","Ministerio de la Presidencia","perú","-10:-76'",2015,,735,"No"
1304,"Marina Rodriguez","Ministerio de la Presidencia","polonia","52:20'",2016,"2809.47",2400,"No"
1305,"Marissa Espino","Ministerio de la Presidencia","italia","42,833333:12,833333'",2016,"1433.22",2100,"No"
1306,"Marta Bernal","Ministerio de la Presidencia","argentina","-34:-64'",2015,,810,"No"
1307,"Marta Bernal","Ministerio de la Presidencia","méxico","23:-102'",2016,"1195.39",1600,"No"
1308,"Marta Batres","Ministerio de la Presidencia",,,2016,"644.43",,"No"
1309,"Mauricio Bermuez","Ministerio de la Presidencia",,,2016,"1031.4",,"No"
1310,"Melissa Velarde","Ministerio de la Presidencia","japón","36:138'",2016,"13985.73",2700,"No"
1311,"Melissa Velarde","Ministerio de la Presidencia","taiwan","24:121'",2016,4595,1050,"No"
1312,"Melissa Velarde","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,"1635.02",2250,"No"
1313,"Melissa Velarde","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2016,"2271.76",2500,"No"
1314,"Melissa Velarde","Ministerio de la Presidencia","méxico","23:-102'",2016,"1291.69",1200,"No"
1315,"Melitza De Leon","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,,2250,"No"
1316,"Melitza De Leon","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,"560.74",3150,"No"
1317,"Michelle Dominguez","Ministerio de la Presidencia","cuba","22:-79,5'",2016,1094,1600,"No"
1318,"Michelle Dominguez","Ministerio de la Presidencia","estados unidos de américa","39,828175:-98,5795'",2015,"717.54",900,"No"
1319,"Michelle Gonzalez","Ministerio de la Presidencia","guatemala","15,5:-90,25'",2015,"535.21",4550,"No"
1320,"Michelle Gonzalez","Ministerio de la Presidencia","níger","16:8'",2016,"1794.59",4800,"No"
1321,"Michelle Gonzalez","Ministerio de la Presidencia","francia","46:2'",2015,"1257.42",4800,"No"
1322,"Michelle Gonzalez","Ministerio de la Presidencia","francia","46:2'",2016,"1070.03",4800,"No"
1323,"Michelle Gonzalez","Ministerio de la Presidencia","corea del norte","40:127'",2016,"3092.17",5400,"No"
1324,"Michelle Gonzalez","Ministerio de la Presidencia","argentina","-34:-64'",2016,"1661.7",2000,"No"
1325,"Michelle Gonzalez","Ministerio de la Presidencia","argentina","-34:-64'",2016,,3500,"No"
1326,"Michelle Gonzalez","Ministerio de la Presidencia","francia","46:2'",2016,"985.02",4800,"No"
1327,"Miguel Esbri","Ministerio de la Presidencia","inglaterra","54:-4'",2016,,875,"No"
1328,"Miguel Esbri","Ministerio de la Presidencia","inglaterra","54:-4'",2015,,900,"No"
1329,"Miguel Esbri","Ministerio de la Presidencia","guatemala","15,5:-90,25'",2015,642,800,"No"
